timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,algorithm,dataset,language,pue
2024-08-25T17:07:51,codecarbon,05b4653c-0829-4ed5-82b8-825e95dbe166,0.0141808986663818,3.998644771006373e-08,2.81974003557745e-06,42.5,0.0,3.0,1.652179492844476e-07,0.0,1.1559923489888509e-08,1.767778727743361e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:07:54,codecarbon,0327d0cf-757c-41b9-8144-91dca735af08,0.0155537128448486,4.388872151931129e-08,2.821752076633404e-06,42.5,0.0,3.0,1.8134315808614098e-07,0.0,1.2686451276143392e-08,1.9402960936228442e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:07:58,codecarbon,dfd81598-fda0-451b-a75b-8baf1d969153,0.0528528690338134,1.5096717177046674e-07,2.8563666368590705e-06,42.5,0.0,3.0,6.235099501079983e-07,0.0,4.390756289164225e-08,6.674175129996406e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:02,codecarbon,6517f735-eb62-4051-ba7f-2c10f4c9710b,0.0167679786682128,4.77975567302439e-08,2.850525855024725e-06,42.5,0.0,3.0,1.9748525487052077e-07,0.0,1.3825098673502606e-08,2.113103535440233e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:06,codecarbon,eab791cf-a532-442a-8113-1afc1deb955c,0.0364992618560791,1.0402194561322533e-07,2.849973953539009e-06,42.5,0.0,3.0,4.297484954198202e-07,0.0,3.012677033742269e-08,4.598752657572429e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:10,codecarbon,4873e9a8-fee9-49b9-aa18-fb98dbcb38ab,0.01918625831604,5.4608209287325545e-08,2.846214639030068e-06,42.5,0.0,3.0,2.257247765858969e-07,0.0,1.5695095062255866e-08,2.414198716481527e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:13,codecarbon,d1caa727-2e41-4d7b-9f1e-e5c51164cfc0,0.0820889472961425,2.344691425535414e-07,2.856281512633788e-06,42.5,0.0,3.0,9.684301084942288e-07,0.0,6.814499696095785e-08,1.0365751054551866e-06,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:19,codecarbon,65b60e4b-4ac7-4f6f-98ab-a41a3e8f9ca7,0.0262532234191894,7.451049383851941e-10,2.8381464877207017e-08,42.5,0.0,3.0,2.929896116256714e-07,0.0,2.0445982615152997e-08,3.134355942408244e-07,Canada,CAN,quebec,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,-71.2,46.8,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:22,codecarbon,6598fb38-d66b-4806-9bad-41a904c601f1,0.016571044921875,4.7095539181232455e-08,2.8420379887488493e-06,42.5,0.0,3.0,1.946508884429932e-07,0.0,1.3555884361267093e-08,2.082067728042603e-07,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
2024-08-25T17:08:26,codecarbon,36b8689a-3288-4b5b-a5b9-20cfdb990164,0.003429889678955,9.658675397634506e-09,2.8160309227721395e-06,42.5,0.0,3.0,3.99822990099589e-08,0.0,2.718170483907064e-09,4.270046949386597e-08,Italy,ITA,tuscany,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python,
