timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-26T15:55:47,codecarbon,4be15b05-c6da-4846-86ea-849691e51eb5,6.527737666998291,1.8208452440538954e-07,2.7893970881510492e-08,5.757700000000001,0.1496,6.0,2.0232244644453266e-07,1.378360637499524e-07,2.104148616975484e-07,5.505733718920335e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T15:55:55,codecarbon,3231d3a9-9b6c-4936-958c-114a24368c73,6.4152582499955315,7.89174161662664e-08,1.2301518207208788e-08,5.1362,0.2026,6.0,2.6737369386480873e-08,1.8092671023673514e-07,3.0960416673527414e-08,2.3862449629674344e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T15:56:02,codecarbon,0c382744-6283-4245-84e8-fd7652b2ed89,6.453614458005177,2.7624649653295695e-08,4.280492711960751e-09,5.4204,0.0423,6.0,2.1879908348831423e-08,3.769885666265328e-08,2.3950554993158827e-08,8.352932000464354e-08,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T15:56:10,codecarbon,52908c2e-06d5-4979-a05a-dd942c1576d0,6.392605541012017,2.3087035655910416e-08,3.611522016773069e-09,5.467,0.0312,6.0,2.0173230022960018e-08,2.7750250302720818e-08,2.188534669888516e-08,6.9808827024566e-08,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:14:29,codecarbon,430e051e-1f77-4a1b-9d8b-f36d37b0d881,6.356873042008374,1.3880207285445846e-07,2.1834960669688892e-08,6.2094000000000005,0.0746,6.0,1.8041620057959034e-07,6.533700606924443e-08,1.7394597166761137e-07,4.196991783164461e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:14:39,codecarbon,43c0117f-ca95-40d9-b8c1-e4e842f1f5e5,6.419945832982194,8.929773776115952e-08,1.390942230421887e-08,5.3546000000000005,0.2137,6.0,3.717821488091431e-08,1.918140653952473e-07,4.101944500386404e-08,2.700117252800257e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:14:48,codecarbon,5dffd1b3-5aab-44e0-8b18-1f5af62ea2d5,6.471131541999057,5.250765941993209e-08,8.11413878378857e-09,5.208,0.0482,6.0,5.352250752660136e-08,4.387533644467314e-08,6.13708333306325e-08,1.58768677301907e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:14:55,codecarbon,4cffb4af-cde6-47a2-9562-54f55b8a60bb,6.390642417012714,6.06106573594248e-08,9.484282393593392e-09,5.540699999999999,0.1771999999999999,6.0,1.2079752583922526e-08,1.585178635102024e-07,1.2672291680549584e-08,1.832699077746745e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:02,codecarbon,b0156520-b8c7-4305-ab0e-766ad67e7fcb,6.426036875025602,1.6623312933102443e-08,2.5868685873415903e-09,5.550600000000001,0.0167,6.0,1.7196452627113713e-08,1.4925914930597677e-08,1.814194503822364e-08,5.026431259593503e-08,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:13,codecarbon,4e7438af-1ffe-433d-8b89-4118c0226b05,6.412283708021278,3.903778281131645e-08,6.087968746997761e-09,5.257699999999999,0.0383,6.0,3.930532380866821e-08,3.41854824180385e-08,4.45486800163053e-08,1.18039486243012e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:21,codecarbon,c7fbea7d-e6c0-40d1-8243-abfc98d03e4c,6.457908040989423,3.6909982546597506e-08,5.715470445277893e-09,5.2097999999999995,0.0493,6.0,3.1464478538730567e-08,4.419703003255725e-08,3.5944096647047745e-08,1.116056052183356e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:28,codecarbon,8055431b-589f-464a-8119-58de43acddfc,6.414908667007694,6.493659148878259e-08,1.0122761657193316e-08,5.211,0.1925,6.0,1.1327773144657841e-08,1.722635377605103e-07,1.2759028322761876e-08,1.9635033922793002e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:36,codecarbon,cc892010-7fbd-49b1-8678-cd62ce8e7de6,6.389090333017521,2.4734041626304484e-08,3.871293147708991e-09,6.1124,0.0534,6.0,1.3847557345343782e-08,4.7603306393983086e-08,1.333805499598384e-08,7.47889187353107e-08,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:46,codecarbon,84c6922f-6a52-42d9-9d58-0790bee345e9,6.460659375006799,4.7878296806352663e-08,7.410744635690112e-09,5.2405,0.0356,6.0,5.2554390625498654e-08,3.234720451372818e-08,5.98691666770416e-08,1.4477076181626842e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-26T16:15:55,codecarbon,303c2c5b-30f6-4b43-9595-b1fe2ff3f317,6.41126766699017,8.897900537014716e-08,1.3878535414809657e-08,5.541100000000001,0.1922,6.0,4.7480043569198963e-08,1.7043507622358617e-07,5.1132846662464246e-08,2.690479664552493e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
