timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,algorithm,dataset,language
2024-08-27T18:41:10,codecarbon,d287371e-1c03-4392-a22c-bf74356d5406,0.0354540348052978,1.0094086567971444e-07,2.8470910640791425e-06,42.5,0.0,3.0,4.1707969374126857e-07,0,2.9174288113911945e-08,4.462539818551805e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,breastCancer,python
2024-08-27T18:41:12,codecarbon,fb1ab4b4-6a97-427d-a911-34f34a3887e8,0.058377981185913,1.6672803312725494e-07,2.85600888794502e-06,42.5,0.0,3.0,6.886187526914809e-07,0,4.847665627797444e-08,7.370954089694553e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,XGBoost,breastCancer,python
2024-08-27T18:41:12,codecarbon,321f58ee-814e-4692-919a-4bf27a58799c,0.0208668708801269,5.92547902276781e-08,2.839658642068407e-06,42.5,0.0,3.0,2.449038955900404e-07,0,1.7058253288269043e-08,2.619621488783095e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,decisionTree,breastCancer,python
2024-08-27T18:41:13,codecarbon,ea4abea7-3019-4617-a831-17224112c61c,0.1150958538055419,3.288815633602938e-07,2.8574579577466735e-06,42.5,0.0,3.0,1.358190675576528e-06,0,9.577651818593344e-08,1.4539671937624614e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,randomForest,breastCancer,python
2024-08-27T18:41:14,codecarbon,0e9bd4d2-4b42-4a48-a60e-f6412eebc6e4,0.0020008087158203,5.364657445086373e-09,2.681244540104332e-06,42.5,0.0,3.0,2.2356874412960477e-08,0,1.3599793116251627e-09,2.3716853724585642e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,KNN,breastCancer,python
2024-08-27T18:41:15,codecarbon,f13f1781-f241-45d4-865c-8450974ef892,0.0064246654510498,1.8088226487371666e-08,2.8154347685786507e-06,42.5,0.0,3.0,7.490383254157172e-08,0,5.063215891520182e-09,7.996704843309192e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,SVC,breastCancer,python
2024-08-27T18:41:16,codecarbon,d8d0b7a1-3097-4875-91cc-afc330e521bd,0.0468578338623046,1.337717752840784e-07,2.854843347585741e-06,42.5,0.0,3.0,5.525016122394139e-07,0,3.8896004358927407e-08,5.913976165983413e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,GMM,breastCancer,python
2024-08-27T18:41:17,codecarbon,040d887d-3f51-4972-b400-c5b603c09b92,0.0048441886901855,1.3511499008337656e-08,2.7892181482757487e-06,42.5,0.0,3.0,5.589922269185385e-08,0,3.834366798400879e-09,5.973358949025473e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,iris,python
2024-08-27T18:41:18,codecarbon,169768aa-d9be-4da6-ad74-0c00c34a935c,0.0843062400817871,2.408214182853699e-07,2.856507632789037e-06,42.5,0.0,3.0,9.945839643478394e-07,0,7.007420063018799e-08,1.0646581649780277e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,XGBoost,iris,python
2024-08-27T18:41:19,codecarbon,22e9eaa0-d335-48e8-8d92-8469a85624c2,0.0032408237457275,9.081901224851607e-09,2.8023434587655413e-06,42.5,0.0,3.0,3.7634869416554776e-08,0,2.515713373819987e-09,4.015058279037476e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,decisionTree,iris,python
2024-08-27T18:41:20,codecarbon,4fc4f323-634d-48e3-902d-1ddbdd53bf2c,0.0807440280914306,2.3062061081859802e-07,2.8561940278413446e-06,42.5,0.0,3.0,9.52470964855618e-07,0,6.708999474843343e-08,1.0195609596040517e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,randomForest,iris,python
2024-08-27T18:41:21,codecarbon,015e3003-2f14-415d-aa2d-f0acc09283fe,0.0028507709503173,7.952538685268827e-09,2.7896098367297634e-06,42.5,0.0,3.0,3.2959712876213927e-08,0,2.198020617167155e-09,3.515773349338108e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,KNN,iris,python
2024-08-27T18:41:22,codecarbon,38e51700-7150-41d3-8589-efab746fcdbf,0.0024912357330322,6.9057179796695725e-09,2.7720050287108816e-06,42.5,0.0,3.0,2.8701126575469973e-08,0,1.8286705017089843e-09,3.0529797077178956e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,SVC,iris,python
2024-08-27T18:41:23,codecarbon,ccfe05e3-fe49-459f-aa49-18a9cbae0321,0.020608901977539,5.8605810675621055e-08,2.843713398195281e-06,42.5,0.0,3.0,2.421905597050985e-07,0,1.6902486483256024e-08,2.590930461883545e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,GMM,iris,python
2024-08-27T18:41:24,codecarbon,6d95fd15-9a5e-492b-9ade-4798d3f8db5d,0.1454100608825683,4.150090385806561e-07,2.854060001500261e-06,42.5,0.0,3.0,1.7140711347262066e-06,0,1.206608613332113e-07,1.834731996059418e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,logisticRegression,wine,python
2024-08-27T18:41:26,codecarbon,2ddb5e9e-752e-4ce2-b0f7-452e4a1cf0d6,0.3540689945220947,1.0120273077155483e-06,2.8582771250036564e-06,42.5,0.0,3.0,4.179249372747209e-06,0,2.948673566182455e-07,4.474116729365454e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,XGBoost,wine,python
2024-08-27T18:41:27,codecarbon,16d5bbd5-dcf2-4825-ac29-c6cc8a5481cc,0.0585038661956787,1.670671512337526e-07,2.8556600118522205e-06,42.5,0.0,3.0,6.900345285733541e-07,0,4.856010278066e-08,7.385946313540142e-07,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,decisionTree,wine,python
2024-08-27T18:41:28,codecarbon,9c280ec6-c6bd-4a16-92eb-fc6ca25b1439,0.7161331176757812,2.047152224928936e-06,2.858619681733186e-06,42.5,0.0,3.0,8.453744153181713e-06,0,5.966025590896607e-07,9.050346712271374e-06,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,randomForest,wine,python
2024-08-27T18:41:29,codecarbon,06832acc-7515-4b15-8080-1c1c9b7ccd1d,0.0052127838134765,1.4598953965240057e-08,2.8006060653230073e-06,42.5,0.0,3.0,6.046460734473335e-08,0,4.076560338338216e-09,6.454116768307158e-08,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,KNN,wine,python
2024-08-27T18:41:33,codecarbon,4782264a-ac46-4499-941f-93d1d6a25045,3.071652889251709,8.781269858838454e-06,2.8588093041260516e-06,42.5,0.0,3.0,3.6261966493394645e-05,0,2.559541662534078e-06,3.8821508155928726e-05,Italy,ITA,tuscany,,,macOS-14.6.1-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,11.2356,43.7891,8.0,machine,N,SVC,wine,python
