timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-25T19:50:10,codecarbon,8ea12fda-baa9-4bc8-89f5-ec8788704ba1,6.6129867089912295,4.089692340307904e-07,6.184334734481513e-08,9.321100000000005,0.0027,6.0,7.510369520363701e-07,2.5874282812364983e-09,4.829857649747282e-07,1.2366101452923348e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:50:18,codecarbon,e5c9cbbc-064d-401f-8aca-dc5ac9cbfa84,6.5340652909944765,2.633691932508937e-07,4.0307095433203e-08,9.3281,0.0,6.0,4.848994689066044e-07,0.0,3.1145631835291474e-07,7.963557872595192e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:50:26,codecarbon,d8eacaa8-d328-4ae2-8f84-d210ec6fa1c4,6.440308374993037,1.8349090158970026e-07,2.8491011750644413e-08,9.3536,0.0018,6.0,3.372890829831465e-07,1.640605582986609e-09,2.158961799674823e-07,5.548258685336155e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:50:33,codecarbon,10234ece-5c0f-4822-b668-4cb8e36791bd,6.5231279169966,2.689951889475796e-07,4.1237147633835043e-08,9.3038,0.0027,6.0,4.932097297713221e-07,2.514876531749906e-09,3.176426399537984e-07,8.133672462568703e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:50:43,codecarbon,30eafda5-ac70-427e-91e0-e3bbfd0d7432,6.46972912500496,2.2072525322787177e-07,3.41166143068938e-08,9.3715,0.0009,6.0,4.066890397433154e-07,8.27403364499332e-10,2.598958332964685e-07,6.674122764042831e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:50:52,codecarbon,9a56be67-3f44-4db0-b4f9-a5202c9560b4,6.5673916669911705,3.659001105767421e-07,5.571467777928007e-08,9.3028,0.0009,6.0,6.72318095226727e-07,8.540818230030703e-10,4.332088199832167e-07,1.1063809970329467e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:51:00,codecarbon,bc1959f2-9158-47b2-afaa-abdd0dd2da8a,7.173204290971626,1.1978532177141282e-06,1.6698997674188318e-07,9.3401,0.0,6.0,2.2055784551251525e-06,0.0,1.416399234973748e-06,3.621977690098901e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:51:08,codecarbon,993f4a27-be05-46b1-bd39-ed380512d172,6.541033792018425,3.3063481693072016e-07,5.054779220590041e-08,9.6481,0.0018,6.0,6.156528562422439e-07,1.6920794170000582e-09,3.824035416861686e-07,9.997484773454123e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:51:18,codecarbon,c392b630-3fb6-4df1-a3d4-26f0ef063237,6.614840166992508,4.118766731509882e-07,6.226555181275851e-08,9.3625,0.0,6.0,7.594452574888541e-07,0.0,4.859561816556379e-07,1.245401439144492e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:51:28,codecarbon,87e96427-dab0-4381-a70f-0d3c4ee84a71,7.563192582980264,1.7180873491239828e-06,2.2716430003253645e-07,9.3078,0.0018,6.0,3.157816261175889e-06,2.1933603334910004e-09,2.0350125699769705e-06,5.19502219148635e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
2024-08-25T19:51:36,codecarbon,adff2eac-b24f-431f-8cea-93e5e3795b90,7.72838641598355,1.968660630658309e-06,2.547311333432812e-07,9.220299999999998,0.0018,6.0,3.604945955716567e-06,2.283077541491366e-09,2.345457638342244e-06,5.952686671600303e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0
