,language,phase,duration,energy_consumed,emissions,emissions_rate,cpu_power,cpu_energy
0,cpp,test,0.00054060399997975,6.137208556285462e-09,2.029685339317615e-09,3.761005736786828e-06,42.5,5.808575338051014e-09
1,cpp,train,0.0015241040018735999,1.8546665508741477e-08,6.118554509330754e-09,4.025121679178797e-06,42.5,1.7410732999047065e-08
2,java,test,0.00103294849395745,1.2219813134935167e-08,2.7179070992602243e-09,2.6726416793121674e-06,42.5,1.1616117424435086e-08
3,java,train,0.001028299331665,1.2113087707095677e-08,2.6989307166470422e-09,2.6749418987267176e-06,42.5,1.1537306838565403e-08
4,matlab,test,0.0361959934234619,4.563148154152764e-07,1.032165859876739e-07,2.851602517994984e-06,42.5,4.263821575376723e-07
5,matlab,train,0.0825018882751464,1.0418433944384255e-06,2.3566080844839418e-07,2.856429269381783e-06,42.5,9.732966621716815e-07
6,python,test,0.0058619976043701,7.32967257499695e-08,1.65794261777401e-08,2.8103630368609285e-06,42.5,6.862431764602662e-08
7,python,train,0.0143589973449707,1.8037805954615274e-07,4.0800795557101577e-08,2.8149905843910047e-06,42.5,1.6861806313196818e-07
